#mirID	0	4	8	12	16	20
dme-miR-125-5p_MIMAT0000397	2352.530097	2436.607278	2635.554871	2941.333748	2836.040690	2496.680410
dme-miR-929-3p_MIMAT0005511	79.140546	110.071704	72.710152	99.209475	66.421969	85.335250
dme-miR-9370-3p_MIMAT0035204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dme-miR-10404-3p_MIMAT0041638_2	0.033755	0.064995	0.032500	0.038580	0.042804	0.050263
dme-miR-2491-5p_MIMAT0012198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dme-miR-iab-8-5p_MIMAT0005463	0.132638	0.110108	0.470311	0.113599	0.065699	0.000000
dme-miR-9c-3p_MIMAT0020828	0.530551	0.990976	0.893592	0.719458	0.558444	0.461064
dme-miR-137-5p_MIMAT0020888	10.102578	11.671491	10.017634	10.905469	12.220066	14.677202
dme-miR-2a-3p_MIMAT0000106	1341.172135	1570.576523	1539.915728	1633.028987	1575.455522	1538.627338
dme-miR-305-5p_MIMAT0000391	2876.250397	3214.908549	3266.524725	3020.890660	3106.721711	3176.519179
dme-miR-13b-3p_MIMAT0000119	358.684997	446.197189	338.636008	426.783764	365.091430	417.188577
rr733586-1a-3p-miR	0.110531	0.146811	0.141093	0.075732	0.065699	0.076844
dme-miR-2500-5p_MIMAT0012214	2.542224	2.569196	2.633744	2.802100	1.806730	2.343742
dme-miR-4952-3p_MIMAT0020167	2.475905	2.275574	2.680775	2.309839	2.463723	2.612696
dme-miR-4977-3p_MIMAT0020209	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dme-miR-5-5p_MIMAT0000110	8.444606	18.351401	7.572014	7.043115	7.226920	7.914931
dme-miR-3645-3p_MIMAT0018064	0.088425	0.110108	0.047031	0.113599	0.131399	0.115266
dme-miR-10404-3p_MIMAT0041638_4	0.033755	0.064995	0.032500	0.038580	0.042804	0.050263
rr901627-1a-3p-miR	0.265276	0.165163	0.435038	0.255597	0.221735	0.528302
dme-miR-2282-3p_MIMAT0011790	0.176850	0.146811	0.329218	0.265063	0.394196	0.614752
rr627154-1a-3p-miR	1.127421	0.972624	0.517343	1.135986	1.051188	1.498458
dme-miR-965-3p_MIMAT0005480	25.245392	30.500029	22.527919	31.088160	25.622718	26.242222
dme-miR-4979-5p_MIMAT0020211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dme-miR-3-3p_MIMAT0000108	1.149527	2.826116	1.928277	1.590381	1.281136	1.613724
rr567113-1a-5p-miR	0.600028	0.384188	0.572085	0.468656	0.497437	0.576330
dme-miR-277-3p_MIMAT0000338	30072.257896	29476.057116	31795.029955	29251.781290	30821.140467	29570.373781
dme-miR-9373-5p_MIMAT0035209	0.000000	0.000000	0.047031	0.037866	0.032850	0.000000
dme-miR-184-5p_MIMAT0000330	3.227519	5.615529	4.326865	7.232446	7.029823	6.339629
dme-miR-6-3p_MIMAT0000111_2	1.591653	6.190539	1.504997	2.442371	1.987403	2.234879
dme-miR-6-3p_MIMAT0000111_1	1.591653	6.190539	1.504997	2.442371	1.987403	2.215668
dme-miR-9382-3p_MIMAT0035228	0.000000	0.036703	0.000000	0.000000	0.032850	0.038422
dme-miR-2495-3p_MIMAT0012205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dme-miR-279-3p_MIMAT0000341	2418.959522	2015.901409	2174.296907	1938.750054	2025.870056	1812.519166
dme-miR-33-3p_MIMAT0020808	16.004960	24.994608	24.315102	38.850733	19.791907	31.659723
dme-miR-1007-5p_MIMAT0020904	1.061102	1.137787	1.599059	1.325317	1.215437	0.883706
dme-miR-1004-3p_MIMAT0005017	7.737204	13.066198	9.782478	10.204944	9.230748	9.739976
dme-miR-979-3p_MIMAT0005495	0.088425	0.110108	0.329218	0.265063	0.361346	0.461064
dme-miR-993-5p_MIMAT0020893	76.487790	92.050628	75.343896	81.866750	75.587018	83.798370
dme-miR-34-3p_MIMAT0020812	745.490678	824.418342	937.942143	826.013548	874.933696	912.483946
dme-miR-4941-3p_MIMAT0020149	0.088425	0.018351	0.000000	0.000000	0.000000	0.000000
rr194477-1a-5p-miR	0.574764	0.256920	0.094062	0.151465	0.131399	0.192110
dme-miR-1008-3p_MIMAT0005021	0.331594	1.211192	0.752498	0.757324	0.656993	0.742825
dme-miR-31a-5p_MIMAT0000400	3740.481369	3182.261407	3390.177446	3256.790849	3335.043123	3131.533427
dme-miR-998-3p_MIMAT0005518	58.979602	54.393553	63.397985	63.558437	65.321506	55.097140
dme-miR-6-2-5p_MIMAT0020788	0.044213	0.880867	0.000000	0.037866	0.032850	0.000000
dme-miR-219-5p_MIMAT0000335	46.290587	64.762094	57.425029	53.523891	50.062849	58.170900
rr724257-1a-3p-miR	0.221063	0.110108	0.235156	0.037866	0.295647	0.076844
rr266290-1a-3p-miR	0.088425	0.146811	0.000000	0.075732	0.229947	0.345798
rr765733-1b-3p-miR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
rr373604-1a-5p-miR	0.221063	0.183514	0.376249	0.113599	0.098549	0.230532
dme-miR-975-5p_MIMAT0005491	0.044213	0.073406	0.047031	0.075732	0.065699	0.038422
dme-miR-966-3p_MIMAT0020862	0.000000	0.036703	0.047031	0.113599	0.032850	0.076844
rr126254-1a-3p-miR	0.176850	0.110108	0.188125	0.075732	0.229947	0.076844
rr724257-1a-5p-miR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
rr1083056-1a-5p-miR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
rr271302-1a-3p-miR	0.132638	0.073406	0.000000	0.075732	0.032850	0.076844
dme-miR-13b-3p_MIMAT0000119_1	358.684997	446.160486	338.636008	426.783764	365.058580	417.188577
dme-miR-970-3p_MIMAT0005486	6194.273047	5165.423916	6085.336456	5412.287100	5738.924919	5083.204249
rr641508-1a-3p-miR	0.000000	0.000000	0.000000	0.000000	0.065699	0.115266
dme-miR-4980-3p_MIMAT0020213	0.044213	0.000000	0.000000	0.000000	0.000000	0.038422
dme-miR-954-5p_MIMAT0005465	1.083209	1.211192	1.269841	1.741846	1.773880	1.383192
dme-miR-987-5p_MIMAT0005504	10071.695562	10103.033539	7667.417174	8958.615629	7479.041444	9486.896316
dme-miR-1003-3p_MIMAT0005016	5.062342	6.386288	7.830686	6.115393	5.978634	7.914931
dme-miR-4913-3p_MIMAT0020506	2.188523	2.055357	1.693121	1.987976	2.118802	2.420586
dme-miR-4972-5p_MIMAT0020199	0.000000	0.000000	0.094062	0.000000	0.065699	0.000000
dme-miR-969-5p_MIMAT0005485	0.132638	0.146811	0.094062	0.265063	0.098549	0.268954
dme-miR-1-5p_MIMAT0020779	0.221063	0.348677	0.282187	0.246130	0.295647	0.461064
dme-let-7-5p_MIMAT0000396	20680.065713	20413.676478	19492.834444	23753.247581	23194.522022	23689.541734
dme-miR-980-5p_MIMAT0020877	14.280668	15.286717	16.554963	18.914173	19.759058	21.042446
dme-miR-1016-3p_MIMAT0005029	0.928465	1.578220	0.705467	1.438916	0.689842	0.806862
rr753053-1b-3p-miR	0.000000	0.073406	0.000000	0.000000	0.065699	0.000000
rr347030-1b-5p-miR	1.105315	0.367028	0.893592	0.340796	1.084038	0.768440
dme-miR-994-3p_MIMAT0020894	0.088425	0.660650	1.646090	0.113599	0.000000	0.115266
dme-miR-4960-3p_MIMAT0020180	0.972677	1.321301	2.351557	1.855444	1.773880	1.613724
dme-miR-2498-5p_MIMAT0012210	0.000000	0.000000	0.000000	0.000000	0.000000	0.019211
dme-miR-263a-3p_MIMAT0020799	41.913540	48.704618	59.823618	67.629055	66.849014	51.197308
dme-miR-962-3p_MIMAT0020857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
rr432755-1a-3p-miR	50.092871	45.639934	49.382703	39.658546	48.004272	43.263166
rr68215-1a-3p-miR	0.840039	0.587245	0.940623	0.467017	0.492745	0.614752
dme-miR-2b-1-5p_MIMAT0020782	15.297558	18.901943	17.918867	19.084571	17.607406	20.363657
dme-miR-274-3p_MIMAT0020800	0.486339	0.587245	0.752498	1.060254	0.952640	0.614752
dme-miR-4968-3p_MIMAT0032118	0.000000	0.000000	0.001271	0.000000	0.000000	0.000000
dme-miR-983-3p_MIMAT0020880	0.000000	0.018351	0.023516	0.000000	0.016425	0.000000
dme-miR-932-5p_MIMAT0005479	737.510305	762.904446	790.758172	806.701780	794.665605	781.176780
rr139215-1a-5p-miR	0.088425	0.000000	0.047031	0.075732	0.065699	0.000000
dme-miR-2499-5p_MIMAT0012212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dme-miR-1014-5p_MIMAT0020907	0.000000	0.220217	0.188125	0.000000	0.000000	0.153688
dme-miR-1001-5p_MIMAT0005521	126.249066	175.916531	138.906489	144.005204	125.485619	145.446460
rr446444-1d-5p-miR	0.006316	0.002652	0.006075	0.004083	0.000000	0.005489
dme-miR-4957-3p_MIMAT0020176	0.221063	0.220217	0.329218	0.265063	0.197098	0.115266
rr817655-5b-3p-miR	1.818401	2.204615	2.420088	2.162521	3.194080	2.810477
dme-miR-375-5p_MIMAT0020853	0.486339	0.477136	0.658436	0.492261	0.755542	0.422642
dme-miR-10404-5p_MIMAT0041637_9	5.634917	6.503997	5.563854	5.690678	5.456969	6.627860
dme-miR-2491-3p_MIMAT0020912	0.000000	0.000000	0.000000	0.000000	0.002346	0.000000
rr315285-1a-3p-miR	0.751614	0.256920	0.423280	0.530127	0.328496	0.115266
dme-miR-2b-3p_MIMAT0000107_1	985.120735	1147.668485	1083.415748	1123.860967	1142.757347	1138.635165
dme-miR-10404-5p_MIMAT0041637_3	5.634917	6.503997	5.563854	5.690678	5.456969	6.627860
dme-miR-10404-5p_MIMAT0041637_2	5.634917	6.503997	5.563854	5.690678	5.456969	6.627860
dme-miR-10404-5p_MIMAT0041637_1	5.634917	6.503997	5.563854	5.690678	5.456969	6.627860
dme-miR-10404-5p_MIMAT0041637_7	5.634917	6.503997	5.563854	5.690678	5.456969	6.627860
dme-miR-10404-5p_MIMAT0041637_6	5.634917	6.503997	5.563854	5.690678	5.456969	6.627860
dme-miR-10404-5p_MIMAT0041637_5	5.634917	6.503997	5.563854	5.690678	5.456969	6.627860
dme-miR-10404-5p_MIMAT0041637_4	5.634917	6.503997	5.563854	5.690678	5.456969	6.627860
dme-miR-2494-3p_MIMAT0012203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dme-miR-263b-3p_MIMAT0020822	0.000000	0.146811	0.094062	0.037866	0.147823	0.038422
dme-miR-13a-3p_MIMAT0000118	340.970484	427.075029	323.194116	408.686870	347.932969	398.534699
rr309853-1a-5p-miR	0.044213	0.073406	0.094062	0.000000	0.098549	0.038422
dme-miR-313-5p_MIMAT0020839	0.044213	0.789110	0.799529	0.075732	0.164248	0.230532
rr593300-1b-5p-miR	0.176850	0.073406	0.094062	0.000000	0.229947	0.115266
dme-miR-9379-3p_MIMAT0035222	1.503228	1.027678	0.987654	0.870923	0.952640	1.037394
rr129188-1a-3p-miR	0.751614	1.101084	0.423280	0.492261	0.591293	0.653174
dme-miR-968-5p_MIMAT0005484	0.707402	1.064381	0.564374	0.643726	0.558444	0.845284
dme-miR-210-3p_MIMAT0000355	33538.296947	33912.704076	35981.672019	36074.666831	36587.823330	35963.313380
dme-miR-997-5p_MIMAT0005517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dme-miR-4963-5p_MIMAT0020185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
dme-miR-927-3p_MIMAT0020882	996.286626	804.580478	913.062667	849.944994	914.090466	888.931263
dme-miR-4963-3p_MIMAT0020186	0.795827	0.293622	0.517343	0.530127	0.624143	0.499486
rr405314-1a-3p-miR	0.265276	0.146811	0.141093	0.265063	0.131399	0.268954
dme-miR-2b-3p_MIMAT0000107	986.701335	1150.038874	1085.826095	1126.164495	1144.961010	1140.697145
rr279401-1a-3p-miR	0.000000	0.036703	0.000000	0.037866	0.032850	0.038422
dme-miR-9371-3p_MIMAT0035206	0.132638	0.036703	0.094062	0.227197	0.262797	0.115266
dme-miR-317-3p_MIMAT0000409	3527.501928	4192.928119	3875.272362	4054.259585	3784.031982	4092.806902
rr844464-1a-3p-miR	0.000000	0.073406	0.094062	0.227197	0.098549	0.038422
dme-miR-1005-3p_MIMAT0005018	2.225367	1.920780	2.539682	1.830200	1.938129	2.113210
dme-miR-12-5p_MIMAT0000117	834.822227	1100.294955	1050.511191	940.520973	888.533447	1052.877914
dme-miR-10404-3p_MIMAT0041638_8	0.033755	0.064995	0.032500	0.038580	0.042804	0.050263
dme-miR-10404-3p_MIMAT0041638_9	0.033755	0.064995	0.032500	0.038580	0.042804	0.050263
dme-miR-14-5p_MIMAT0020798	424.684086	554.028799	583.538943	554.834671	607.159868	617.364607
dme-miR-4979-3p_MIMAT0020212	0.000000	0.036703	0.047031	0.037866	0.000000	0.000000
dme-miR-9380-5p_MIMAT0035223	0.000000	0.000000	0.000000	0.000000	0.000000	0.038422
dme-miR-10404-3p_MIMAT0041638_3	0.033755	0.064995	0.032500	0.038580	0.042804	0.050263
dme-miR-2283-5p_MIMAT0011791	0.265276	0.293622	0.094062	0.113599	0.492745	0.192110
dme-miR-10404-3p_MIMAT0041638_6	0.033755	0.064995	0.032500	0.038580	0.042804	0.050263
dme-miR-10404-3p_MIMAT0041638_7	0.033755	0.064995	0.032500	0.038580	0.042804	0.050263
dme-miR-9374-5p_MIMAT0035211	0.397913	0.477136	0.235156	0.416528	0.459895	0.307376
dme-miR-10404-3p_MIMAT0041638_5	0.033755	0.064995	0.032500	0.038580	0.042804	0.050263
rr1146-1a-5p-miR	0.007369	0.009176	0.007839	0.006311	0.010950	0.006404
rr641508-1a-5p-miR	0.176850	0.734056	0.470311	0.530127	0.131399	0.268954
rr776664-1a-5p-miR	0.044213	0.000000	0.000000	0.000000	0.000000	0.076844
rr817690-5b-3p-miR	1.833138	2.204615	2.404411	2.162521	3.172180	2.810477
dme-miR-6-3-5p_MIMAT0020789	0.000000	0.036703	0.000000	0.037866	0.000000	0.000000
dme-miR-184-3p_MIMAT0000331	89001.148375	95924.058040	93180.175682	98753.604076	93694.757250	104018.751302
dme-miR-190-5p_MIMAT0005467	1793.528147	1717.333434	1664.871212	2088.255325	1745.169895	1937.640390
rr471690-1b-3p-miR	0.044213	0.183514	0.188125	0.265063	0.131399	0.192110
rr242803-1a-5p-miR	0.088425	0.039761	0.047031	0.000000	0.065699	0.192110
dme-miR-13b-2-5p_MIMAT0020797	14.103818	17.800859	17.401524	16.244605	14.026796	14.139294
